BP_Code	oriiginal_line_names_with_errors	Curated_line_names	end-use	hull	Row_Type	Growth_Habit
MN	FEG185-22	FEG185-22	malt	hulled	6	spring
MN	FEG185-31	FEG185-31	malt	hulled	6	spring
MN	FEG185-32	FEG185-32	malt	hulled	6	spring
MN	FEG185-37	FEG185-37	malt	hulled	6	spring
MN	FEG185-46	FEG185-46	malt	hulled	6	spring
MN	FEG185-64	FEG185-64	malt	hulled	6	spring
MN	FEG187-02	FEG187-02	malt	hulled	6	spring
MN	FEG187-11	FEG187-11	malt	hulled	6	spring
MN	FEG187-41	FEG187-41	malt	hulled	6	spring
MN	FEG188-02	FEG188-02	malt	hulled	6	spring
MN	FEG188-39	FEG188-39	malt	hulled	6	spring
MN	FEG188-53	FEG188-53	malt	H	6	spring
MN	FEG189-01	FEG189-01	malt	hulled	6	spring
MN	FEG189-05	FEG189-05	malt	H	6	spring
MN	FEG189-12	FEG189-12	malt	hulled	6	spring
MN	FEG189-15	FEG189-15	malt	hulled	6	spring
MN	FEG189-27	FEG189-27	malt	hulled	6	spring
MN	FEG189-67	FEG189-67	malt	hulled	6	spring
MN	FEG190-01	FEG190-01	malt	hulled	6	spring
MN	FEG190-08	FEG190-08	malt	hulled	6	spring
MN	FEG190-65	FEG190-65	malt	hulled	6	spring
MN	FEG190-67	FEG190-67	malt	hulled	6	spring
MN	FEG192-04	FEG192-04	malt	hulled	6	spring
MN	FEG192-14	FEG192-14	malt	hulled	6	spring
MN	FEG192-15	FEG192-15	malt	hulled	6	spring
MN	FEG192-30	FEG192-30	malt	hulled	6	spring
MN	FEG192-42	FEG192-42	malt	hulled	6	spring
MN	FEG192-49	FEG192-49	malt	hulled	6	spring
MN	FEG192-56	FEG192-56	malt	hulled	6	spring
MN	FEG192-69	FEG192-69	malt	hulled	6	spring
MN	MN05-01	MN05-01	malt	hulled	6	spring
MN	MN05-03	MN05-03	malt	hulled	6	spring
MN	MN05-04	MN05-04	malt	hulled	6	spring
MN	MN05-05	MN05-05	malt	hulled	6	spring
MN	MN05-07	MN05-07	malt	hulled	6	spring
MN	MN05-08	MN05-08	malt	hulled	6	spring
MN	MN05-09	MN05-09	malt	hulled	6	spring
MN	MN05-11	MN05-11	malt	hulled	6	spring
MN	MN05-12	MN05-12	malt	hulled	6	spring
MN	MN05-13	MN05-13	malt	hulled	6	spring
MN	MN05-15	MN05-15	malt	hulled	6	spring
MN	MN05-16	MN05-16	malt	hulled	6	spring
MN	MN05-17	MN05-17	malt	hulled	6	spring
MN	MN05-19	MN05-19	malt	hulled	6	spring
MN	MN05-20	MN05-20	malt	hulled	6	spring
MN	MN05-21	MN05-21	malt	hulled	6	spring
MN	MN05-24	MN05-24	malt	hulled	6	spring
MN	MN05-25	MN05-25	malt	hulled	6	spring
MN	MN05-29	MN05-29	feed	hulless	6	spring
MN	MN05-31	MN05-31	feed	hulless	6	spring
MN	MN05-35	MN05-35	feed	hulless	6	spring
MN	MN05-39	MN05-39	feed	hulless	6	spring
MN	FEG195-04	FEG195-04	malt	hulled	6	spring
MN	FEG195-18	FEG195-18	malt	hulled	6	spring
MN	FEG195-33	FEG195-33	malt	hulled	6	spring
MN	FEG195-34	FEG195-34	malt	hulled	6	spring
MN	FEG195-35	FEG195-35	malt	hulled	6	spring
MN	FEG195-40	FEG195-40	malt	hulled	6	spring
MN	FEG197-20	FEG197-20	malt	hulled	6	spring
MN	FEG197-21	FEG197-21	malt	hulled	6	spring
MN	FEG197-30	FEG197-30	malt	hulled	6	spring
MN	FEG197-34	FEG197-34	malt	hulled	6	spring
MN	FEG200-01	FEG200-01	malt	hulled	6	spring
MN	FEG200-08	FEG200-08	malt	hulled	6	spring
MN	FEG200-30	FEG200-30	malt	hulled	6	spring
MN	FEG200-32	FEG200-32	malt	hulled	6	spring
MN	FEG200-47	FEG200-47	malt	hulled	6	spring
MN	FEG201-12	FEG201-12	malt	hulled	6	spring
MN	FEG201-22	FEG201-22	malt	hulled	6	spring
MN	FEG201-38	FEG201-38	malt	hulled	6	spring
MN	FEG201-43	FEG201-43	malt	hulled	6	spring
MN	FEG202-06	FEG202-06	malt	H	6	spring
MN	FEG202-21	FEG202-21	malt	hulled	6	spring
MN	FEG202-36	FEG202-36	malt	hulled	6	spring
MN	FEG202-43	FEG202-43	malt	hulled	6	spring
MN	FEG202-48	FEG202-48	malt	hulled	6	spring
MN	FEG203-22	FEG203-22	malt	hulled	6	spring
MN	FEG203-40	FEG203-40	malt	hulled	6	spring
MN	FEG204-08	FEG204-08	malt	hulled	6	spring
MN	FEG204-18	FEG204-18	malt	hulled	6	spring
MN	FEG204-43	FEG204-43	malt	hulled	6	spring
MN	FEG204-46	FEG204-46	malt	H	6	spring
MN	FEG204-50	FEG204-50	malt	hulled	6	spring
MN	FEG204-51	FEG204-51	malt	hulled	6	spring
MN	FEG206-01	FEG206-01	malt	hulled	6	spring
MN	FEG206-13	FEG206-13	malt	hulled	6	spring
MN	FEG206-15	FEG206-15	malt	hulled	6	spring
MN	FEG206-16	FEG206-16	malt	hulled	6	spring
MN	FEG206-22	FEG206-22	malt	hulled	6	spring
MN	FEG206-24	FEG206-24	malt	hulled	6	spring
MN	FEG206-30	FEG206-30	malt	hulled	6	spring
MN	FEG206-35	FEG206-35	malt	hulled	6	spring
MN	FEG206-38	FEG206-38	malt	hulled	6	spring
MN	FEG207-02	FEG207-02	malt	hulled	6	spring
MN	FEG207-07	FEG207-07	malt	hulled	6	spring
MN	FEG207-12	FEG207-12	malt	hulled	6	spring
MN	FEG207-13	FEG207-13	malt	hulled	6	spring
MN	FEG207-26	FEG207-26	malt	hulled	6	spring
MN	FEG207-31	FEG207-31	malt	hulled	6	spring
MN	FEG207-48	FEG207-48	malt	hulled	6	spring
MN	FEG208-05	FEG208-05	malt	hulled	6	spring
MN	FEG208-11	FEG208-11	malt	hulled	6	spring
MN	FEG208-14	FEG208-14	malt	hulled	6	spring
MN	FEG208-28	FEG208-28	malt	hulled	6	spring
MN	FEG208-48	FEG208-48	malt	hulled	6	spring
MN	FEG208-52	FEG208-52	malt	hulled	6	spring
MN	FEG209-16	FEG209-16	malt	hulled	6	spring
MN	FEG209-43	FEG209-43	malt	hulled	6	spring
MN	FEG209-51	FEG209-51	malt	hulled	6	spring
MN	FEG209-54	FEG209-54	malt	hulled	6	spring
MN	FEG209-56	FEG209-56	malt	hulled	6	spring
MN	FEG209-64	FEG209-64	malt	hulled	6	spring
MN	FEG210-02	FEG210-02	malt	hulled	6	spring
MN	FEG210-16	FEG210-16	malt	hulled	6	spring
MN	FEG210-28	FEG210-28	malt	hulled	6	spring
MN	FEG210-33	FEG210-33	malt	hulled	6	spring
MN	FEG210-46	FEG210-46	malt	hulled	6	spring
MN	FEG211-06	FEG211-06	malt	hulled	6	spring
MN	FEG211-17	FEG211-17	malt	hulled	6	spring
MN	FEG211-21	FEG211-21	malt	hulled	6	spring
MN	FEG211-38	FEG211-38	malt	hulled	6	spring
MN	FEG211-39	FEG211-39	malt	hulled	6	spring
MN	FEG211-57	FEG211-57	malt	hulled	6	spring
MN	FEG212-01	FEG212-01	malt	hulled	6	spring
MN	FEG212-06	FEG212-06	malt	hulled	6	spring
MN	FEG212-09	FEG212-09	malt	hulled	6	spring
MN	FEG212-10	FEG212-10	malt	hulled	6	spring
MN	FEG212-41	FEG212-41	malt	hulled	6	spring
MN	FEG212-45	FEG212-45	malt	hulled	6	spring
MN	FEG213-03	FEG213-03	malt	hulled	6	spring
MN	FEG213-16	FEG213-16	malt	hulled	6	spring
MN	FEG213-32	FEG213-32	malt	hulled	6	spring
MN	FEG213-34	FEG213-34	malt	hulled	6	spring
MN	FEG213-39	FEG213-39	malt	hulled	6	spring
MN	FEG214-22	FEG214-22	malt	hulled	6	spring
MN	FEG214-24	FEG214-24	malt	hulled	6	spring
MN	FEG214-32	FEG214-32	malt	hulled	6	spring
MN	FEG215-05	FEG215-05	malt	H	6	spring
MN	FEG215-27	FEG215-27	malt	hulled	6	spring
MN	FEG216-12	FEG216-12	malt	hulled	6	spring
MN	FEG216-53	FEG216-53	malt	hulled	6	spring
MN	MN06-02	MN06-02	feed	hulless	6	spring
MN	MN06-04	MN06-04	feed	hulless	6	spring
MN	MN06-06	MN06-06	feed	hulless	6	spring
MN	MN06-08	MN06-08	feed	hulless	6	spring
MN	MN06-10	MN06-10	feed	hulless	6	spring
MN	MN06-12	MN06-12	feed	hulless	6	spring
MN	MN06-14	MN06-14	feed	hulless	6	spring
MT	MT050002	MT050002	malt	hulled	2	spring
MT	MT050025	MT050025	malt	hulled	2	spring
MT	MT050026	MT050026	malt	hulled	2	spring
MT	MT050027	MT050027	malt	hulled	2	spring
MT	MT050028	MT050028	malt	hulled	2	spring
MT	MT050029	MT050029	malt	hulled	2	spring
MT	MT050030	MT050030	malt	hulled	2	spring
MT	MT050031	MT050031	malt	hulled	2	spring
MT	MT050032	MT050032	malt	hulled	2	spring
MT	MT050033	MT050033	malt	hulled	2	spring
MT	MT050034	MT050034	malt	hulled	2	spring
MT	MT050035	MT050035	malt	hulled	2	spring
MT	MT050036	MT050036	malt	hulled	2	spring
MT	MT050037	MT050037	malt	hulled	2	spring
MT	MT050038	MT050038	malt	hulled	2	spring
MT	MT050039	MT050039	malt	hulled	2	spring
MT	MT050040	MT050040	malt	hulled	2	spring
MT	MT050042	MT050042	malt	hulled	2	spring
MT	MT050043	MT050043	malt	hulled	2	spring
MT	MT050044	MT050044	malt	hulled	2	spring
MT	MT050045	MT050045	malt	hulled	2	spring
MT	MT050047	MT050047	malt	hulled	2	spring
MT	MT050048	MT050048	malt	hulled	2	spring
MT	MT050049	MT050049	malt	hulled	2	spring
MT	MT050050	MT050050	malt	hulled	2	spring
MT	MT050051	MT050051	malt	hulled	2	spring
MT	MT050053	MT050053	malt	hulled	2	spring
MT	MT050054	MT050054	malt	hulled	2	spring
MT	MT050059	MT050059	malt	hulled	2	spring
MT	MT050062	MT050062	malt	hulled	2	spring
MT	MT050068	MT050068	malt	hulled	2	spring
MT	MT050080	MT050080	malt	hulled	2	spring
MT	MT050081	MT050081	malt	hulled	2	spring
MT	MT050082	MT050082	malt	hulled	2	spring
MT	MT050087	MT050087	malt	hulled	2	spring
MT	MT050088	MT050088	malt	hulled	2	spring
MT	MT050091	MT050091	malt	hulled	2	spring
MT	MT050104	MT050104	malt	hulled	2	spring
MT	MT050110	MT050110	malt	hulled	2	spring
MT	MT050117	MT050117	malt	hulled	2	spring
MT	MT050118	MT050118	malt	hulled	2	spring
MT	MT050120	MT050120	malt	hulled	2	spring
MT	MT050121	MT050121	malt	hulled	2	spring
MT	MT050124	MT050124	malt	hulled	2	spring
MT	MT050142	MT050142	malt	hulled	2	spring
MT	MT050144	MT050144	malt	hulled	2	spring
MT	MT050149	MT050149	malt	hulled	2	spring
MT	MT050150	MT050150	malt	hulled	2	spring
MT	MT050151	MT050151	malt	hulled	2	spring
MT	MT050153	MT050153	malt	hulled	2	spring
MT	MT050154	MT050154	malt	hulled	2	spring
MT	MT050157	MT050157	malt	hulled	2	spring
MT	MT050158	MT050158	malt	hulled	2	spring
MT	MT050163	MT050163	malt	hulled	2	spring
MT	MT050165	MT050165	malt	hulled	2	spring
MT	MT050166	MT050166	malt	hulled	2	spring
MT	MT050169	MT050169	malt	hulled	2	spring
MT	MT050170	MT050170	malt	hulled	2	spring
MT	MT050176	MT050176	malt	hulled	2	spring
MT	MT050181	MT050181	malt	hulled	2	spring
MT	MT050182	MT050182	malt	hulled	2	spring
MT	MT050184	MT050184	malt	hulled	2	spring
MT	MT050185	MT050185	malt	hulled	2	spring
MT	MT050187	MT050187	malt	hulled	2	spring
MT	MT050191	MT050191	malt	hulled	2	spring
MT	MT050193	MT050193	malt	hulled	2	spring
MT	MT050195	MT050195	malt	hulled	2	spring
MT	MT050197	MT050197	malt	hulled	2	spring
MT	MT050198	MT050198	malt	hulled	2	spring
MT	MT050199	MT050199	malt	hulled	2	spring
MT	MT050200	MT050200	malt	hulled	2	spring
MT	MT050201	MT050201	malt	hulled	2	spring
MT	MT050203	MT050203	malt	hulled	2	spring
MT	MT050204	MT050204	malt	hulled	2	spring
MT	MT050205	MT050205	malt	hulled	2	spring
MT	MT050206	MT050206	malt	hulled	2	spring
MT	MT050207	MT050207	malt	hulled	2	spring
MT	MT050209	MT050209	malt	hulled	2	spring
MT	MT050210	MT050210	malt	hulled	2	spring
MT	MT050211	MT050211	malt	hulled	2	spring
MT	MT050212	MT050212	malt	hulled	2	spring
MT	MT050214	MT050214	malt	hulled	2	spring
MT	MT050218	MT050218	malt	hulled	2	spring
MT	MT050220	MT050220	malt	hulled	2	spring
MT	MT050221	MT050221	malt	hulled	2	spring
MT	MT050222	MT050222	malt	hulled	2	spring
MT	MT050223	MT050223	malt	hulled	2	spring
MT	MT050224	MT050224	malt	hulled	2	spring
MT	MT050231	MT050231	malt	hulled	2	spring
MT	MT050232	MT050232	malt	hulled	2	spring
MT	MT050234	MT050234	malt	hulled	2	spring
MT	MT050235	MT050235	malt	hulled	2	spring
MT	MT050236	MT050236	malt	hulled	2	spring
MT	MT050238	MT050238	malt	hulled	2	spring
MT	MT050239	MT050239	malt	hulled	2	spring
MT	MT050241	MT050241	malt	hulled	2	spring
MT	MT070022	MT070022	food	hulless	2	spring
MT	MT070023	MT070023	food	hulless	2	spring
MT	MT070024	MT070024	food	hulless	2	spring
MT	MT070025	MT070025	food	hulless	2	spring
MT	MT070026	MT070026	food	hulless	2	spring
MT	MT070027	MT070027	food	hulless	2	spring
MT	MT070028	MT070028	food	hulless	2	spring
MT	MT070029	MT070029	food	hulless	2	spring
MT	MT070030	MT070030	food	hulless	2	spring
MT	MT070031	MT070031	food	hulless	2	spring
MT	MT070032	MT070032	food	hulless	2	spring
MT	MT070033	MT070033	food	hulless	2	spring
MT	MT070034	MT070034	food	hulless	2	spring
MT	MT070035	MT070035	food	hulless	2	spring
MT	MT070036	MT070036	food	hulless	2	spring
MT	MT070037	MT070037	food	hulless	2	spring
MT	MT070039	MT070039	food	0	2	spring
MT	MT070040	MT070040	malt	0	2	spring
MT	MT070041	MT070041	malt	0	2	spring
MT	MT070042	MT070042	malt	0	2	spring
MT	MT070043	MT070043	malt	0	2	spring
MT	MT070044	MT070044	malt	0	2	spring
MT	MT070045	MT070045	malt	0	2	spring
MT	MT070046	MT070046	malt	0	2	spring
MT	MT070047	MT070047	malt	0	2	spring
MT	MT070048	MT070048	malt	0	2	spring
MT	MT070049	MT070049	malt	0	2	spring
MT	MT070050	MT070050	malt	0	2	spring
MT	MT070051	MT070051	malt	0	2	spring
MT	MT070052	MT070052	malt	0	2	spring
MT	MT070053	MT070053	malt	0	2	spring
MT	MT070054	MT070054	malt	0	2	spring
MT	MT070055	MT070055	malt	0	2	spring
MT	MT070056	MT070056	malt	0	2	spring
MT	MT070057	MT070057	malt	0	2	spring
MT	MT070058	MT070058	malt	0	2	spring
MT	MT070059	MT070059	malt	0	2	spring
MT	MT070060	MT070060	malt	0	2	spring
MT	MT070061	MT070061	malt	0	2	spring
MT	MT070062	MT070062	malt	0	2	spring
MT	MT070063	MT070063	malt	0	2	spring
MT	MT070064	MT070064	malt	0	2	spring
MT	MT070065	MT070065	malt	0	2	spring
MT	MT070066	MT070066	malt	0	2	spring
MT	MT070067	MT070067	malt	0	2	spring
MT	MT070068	MT070068	malt	0	2	spring
MT	MT070069	MT070069	malt	0	2	spring
MT	MT070070	MT070070	malt	0	2	spring
MT	MT070071	MT070071	malt	0	2	spring
MT	MT070096	MT070096	malt	0	2	spring
MT	MT070097	MT070097	malt	0	2	spring
MT	MT070098	MT070098	malt	0	2	spring
MT	MT070099	MT070099	malt	0	2	spring
MT	MT070100	MT070100	malt	0	2	spring
MT	MT070107	MT070107	malt	0	2	spring
MT	MT070108	MT070108	malt	0	2	spring
MT	MT070124	MT070124	malt	0	2	spring
MT	MT070125	MT070125	malt	0	2	spring
MT	MT070126	MT070126	malt	0	2	spring
MT	MT070134	MT070134	malt	0	2	spring
MT	MT070135	MT070135	malt	0	2	spring
MT	MT070138	MT070138	malt	0	2	spring
MT	MT070139	MT070139	malt	0	2	spring
MT	MT070141	MT070141	malt	0	2	spring
MT	MT070142	MT070142	malt	0	2	spring
MT	MT070143	MT070143	malt	0	2	spring
MT	MT070144	MT070144	malt	0	2	spring
MT	MT070145	MT070145	malt	0	2	spring
MT	MT070146	MT070146	malt	0	2	spring
MT	MT070147	MT070147	malt	0	2	spring
MT	MT070148	MT070148	malt	0	2	spring
MT	MT070149	MT070149	malt	0	2	spring
MT	MT070150	MT070150	malt	0	2	spring
MT	MT070151	MT070151	malt	0	2	spring
MT	MT070152	MT070152	malt	0	2	spring
MT	MT070153	MT070153	malt	0	2	spring
MT	MT070154	MT070154	malt	0	2	spring
MT	MT070155	MT070155	malt	0	2	spring
MT	MT070156	MT070156	malt	0	2	spring
MT	MT070157	MT070157	malt	0	2	spring
MT	MT070158	MT070158	malt	0	2	spring
MT	MT070159	MT070159	malt	0	2	spring
MT	MT070160	MT070160	malt	0	2	spring
MT	MT070161	MT070161	malt	0	2	spring
MT	MT070162	MT070162	malt	0	2	spring
MT	MT070167	MT070167	malt	0	2	spring
MT	MT070168	MT070168	malt	0	2	spring
MT	MT070170	MT070170	malt	0	2	spring
MT	MT070171	MT070171	malt	0	2	spring
MT	MT070172	MT070172	malt	0	2	spring
MT	MT070173	MT070173	malt	0	2	spring
MT	MT070174	MT070174	malt	0	2	spring
MT	MT070175	MT070175	malt	0	2	spring
MT	MT070176	MT070176	malt	0	2	spring
MT	MT070188	MT070188	feed	0	2	spring
MT	MT070189	MT070189	feed	0	2	spring
MT	MT08005	MT080005	0	0	2	spring
MT	MT08006	MT080006	0	0	2	spring
MT	MT08010	MT080010	0	0	2	spring
MT	MT08011	MT080011	0	0	2	spring
MT	MT08044	MT080044	0	0	2	spring
MT	MT08047	MT080047	0	0	2	spring
MT	MT08053	MT080053	0	0	2	spring
MT	MT08055	MT080055	0	0	2	spring
MT	MT08056	MT080056	0	0	2	spring
MT	MT08061	MT080061	0	0	2	spring
MT	MT08077	MT080077	0	0	2	spring
MT	MT08083	MT080083	0	0	2	spring
MT	MT08084	MT080084	0	0	2	spring
MT	MT08085	MT080085	0	0	2	spring
MT	MT08087	MT080087	0	0	2	spring
MT	MT08104	MT080104	0	0	2	spring
MT	MT08106	MT080106	0	0	2	spring
MT	MT08107	MT080107	0	0	2	spring
MT	MT08112	MT080112	0	0	2	spring
MT	MT08113	MT080113	0	0	2	spring
MT	MT08119	MT080119	0	0	2	spring
MT	MT08120	MT080120	0	0	2	spring
MT	MT08128	MT080128	0	hulless	2	spring
MT	MT08129	MT080129	0	hulless	2	spring
MT	MT08142	MT080142	0	hulless	2	spring
MT	MT08152	MT080152	0	0	2	spring
MT	MT08153	MT080153	0	0	2	spring
MT	MT08154	MT080154	0	0	2	spring
MT	MT08155	MT080155	0	0	2	spring
MT	MT08156	MT080156	0	0	2	spring
MT	MT08160	MT080160	0	0	2	spring
MT	MT08161	MT080161	0	0	2	spring
MT	MT08164	MT080164	0	0	2	spring
MT	MT08165	MT080165	0	0	2	spring
MT	MT08166	MT080166	0	0	2	spring
MT	MT08170	MT080170	0	0	2	spring
MT	MT08173	MT080173	0	0	2	spring
MT	MT08177	MT080177	0	0	2	spring
MT	MT08179	MT080179	0	0	2	spring
MT	MT08182	MT080182	0	0	2	spring
MT	MT08184	MT080184	0	0	2	spring
MT	MT08189	MT080189	0	0	2	spring
MT	MT08190	MT080190	0	0	2	spring
MT	MT08192	MT080192	0	0	2	spring
MT	MT08193	MT080193	0	hulless	2	spring
MT	MT08197	MT080197	0	hulless	2	spring
MT	MT08198	MT080198	0	hulless	2	spring
MT	MT08199	MT080199	0	hulless	2	spring
MT	MT08200	MT080200	0	hulless	2	spring
MT	MT08203	MT080203	0	hulless	2	spring
MT	MT08206	MT080206	0	hulless	2	spring
MT	MT08208	MT080208	0	hulless	2	spring
MT	MT08211	MT080211	0	hulless	2	spring
MT	MT08217	MT080217	0	hulless	2	spring
MT	MT08220	MT080220	0	hulless	2	spring
MT	MT08221	MT080221	0	hulless	2	spring
MT	MT08230	MT080230	0	0	2	spring
MT	MT08231	MT080231	0	0	2	spring
MT	MT08232	MT080232	0	0	2	spring
MT	MT08236	MT080236	0	0	2	spring
MT	MT08238	MT080238	0	0	2	spring
MT	MT08239	MT080239	0	0	2	spring
MT	MT08243	MT080243	0	0	2	spring
MT	MT08248	MT080248	0	0	2	spring
MT	MT08249	MT080249	0	0	2	spring
MT	MT08254	MT080254	0	0	2	spring
MT	MT08255	MT080255	0	0	2	spring
MT	MT08256	MT080256	0	0	2	spring
MT	MT08257	MT080257	0	0	2	spring
MT	MT08258	MT080258	0	0	2	spring
MT	MT08260	MT080260	0	0	2	spring
MT	MT08262	MT080262	0	0	2	spring
MT	MT08270	MT080270	0	0	2	spring
MT	MT08272	MT080272	0	0	2	spring
MT	MT08273	MT080273	0	0	2	spring
MT	MT08275	MT080275	0	0	2	spring
MT	MT08277	MT080277	0	0	2	spring
MT	MT08279	MT080279	0	0	2	spring
MT	MT08281	MT080281	0	0	2	spring
MT	MT08282	MT080282	0	0	2	spring
MT	MT08283	MT080283	0	0	2	spring
MT	MT08284	MT080284	0	0	2	spring
MT	MT08285	MT080285	0	0	2	spring
MT	MT08286	MT080286	0	0	2	spring
MT	MT08289	MT080289	0	0	2	spring
MT	MT08290	MT080290	0	0	2	spring
MT	MT08291	MT080291	0	0	2	spring
MT	MT08292	MT080292	0	0	2	spring
MT	MT08300	MT080300	0	0	2	spring
MT	MT08305	MT080305	0	0	2	spring
MT	MT08327	MT080327	0	0	2	spring
MT	MT08328	MT080328	0	0	2	spring
MT	MT08351	MT080351	0	0	2	spring
MT	MT08353	MT080353	0	hulless	2	spring
MT	MT08370	MT080370	0	0	2	spring
MT	MT08372	MT080372	0	0	2	spring
MT	MT090001	MT090001	0	0	6	spring
MT	MT090008	MT090008	0	0	2	spring
MT	MT090013	MT090013	0	0	2	spring
MT	MT090014	MT090014	0	0	2	spring
MT	MT090017	MT090017	0	0	2	spring
MT	MT090018	MT090018	0	0	2	spring
MT	MT090022	MT090022	0	0	2	spring
MT	MT090025	MT090025	0	0	2	spring
MT	MT090027	MT090027	0	0	2	spring
MT	MT090029	MT090029	0	0	2	spring
MT	MT090031	MT090031	0	0	2	spring
MT	MT090036	MT090036	0	0	2	spring
MT	MT090039	MT090039	0	0	2	spring
MT	MT090040	MT090040	0	0	2	spring
MT	MT090041	MT090041	0	0	2	spring
MT	MT090046	MT090046	0	0	2	spring
MT	MT090050	MT090050	0	0	2	spring
MT	MT090055	MT090055	0	0	2	spring
MT	MT090056	MT090056	0	0	2	spring
MT	MT090057	MT090057	0	0	2	spring
MT	MT090058	MT090058	0	0	2	spring
MT	MT090059	MT090059	0	0	2	spring
MT	MT090063	MT090063	0	0	2	spring
MT	MT090064	MT090064	0	0	2	spring
MT	MT090065	MT090065	0	0	2	spring
MT	MT090066	MT090066	0	0	2	spring
MT	MT090084	MT090084	0	0	2	spring
MT	MT090109	MT090109	0	0	2	spring
N2	ND20798-12	ND20798-12	malt	hulled	2	spring
N2	ND21089-3	ND21089-3	malt	hulled	2	spring
N2	ND21863-2	ND21863-2	malt	hulled	2	spring
N2	ND21865-6	ND21865-6	malt	hulled	2	spring
N2	ND21867	ND21867	malt	hulled	2	spring
N2	ND22025	ND22025	malt	hulled	2	spring
N2	ND22182	ND22182	malt	hulled	2	spring
N2	ND22895	ND22895	malt	hulled	2	spring
N2	ND22927	ND22927	malt	hulled	2	spring
N2	ND22928	ND22928	malt	hulled	2	spring
N2	ND22947	ND22947	malt	hulled	2	spring
N2	ND22996	ND22996	malt	hulled	2	spring
N2	ND23117	ND23117	malt	hulled	2	spring
N2	ND23146	ND23146	malt	hulled	2	spring
N2	ND23164	ND23164	malt	hulled	2	spring
N2	ND23203	ND23203	malt	hulled	2	spring
N2	ND24168	ND24168	malt	hulled	2	spring
N2	ND24170	ND24170	malt	hulled	2	spring
N2	ND24175	ND24175	malt	hulled	2	spring
N2	ND24178	ND24178	malt	hulled	2	spring
N2	ND24179	ND24179	malt	hulled	2	spring
N2	ND24181	ND24181	malt	hulled	2	spring
N2	ND24186	ND24186	malt	hulled	2	spring
N2	ND24189	ND24189	malt	hulled	2	spring
N2	ND24190	ND24190	malt	hulled	2	spring
N2	ND24205	ND24205	malt	hulled	2	spring
N2	ND24209	ND24209	malt	hulled	2	spring
N2	ND24216	ND24216	malt	hulled	2	spring
N2	ND24221	ND24221	malt	hulled	2	spring
N2	ND24236	ND24236	malt	hulled	2	spring
N2	ND24238	ND24238	malt	hulled	2	spring
N2	ND24239	ND24239	malt	hulled	2	spring
N2	ND24250	ND24250	malt	hulled	2	spring
N2	ND24253	ND24253	malt	hulled	2	spring
N2	ND24259	ND24259	malt	hulled	2	spring
N2	ND24263	ND24263	malt	hulled	2	spring
N2	ND24266	ND24266	malt	hulled	2	spring
N2	ND24270	ND24270	malt	hulled	2	spring
N2	ND24287	ND24287	malt	hulled	2	spring
N2	ND24289	ND24289	malt	hulled	2	spring
N2	ND24317	ND24317	malt	hulled	2	spring
N2	ND24318	ND24318	malt	hulled	2	spring
N2	ND24319	ND24319	malt	hulled	2	spring
N2	ND24325	ND24325	malt	hulled	2	spring
N2	ND24335	ND24335	malt	hulled	2	spring
N2	ND24338	ND24338	malt	hulled	2	spring
N2	ND24341	ND24341	malt	hulled	2	spring
N2	ND24346	ND24346	malt	hulled	2	spring
N2	ND24365	ND24365	malt	hulled	2	spring
N2	ND24367	ND24367	malt	hulled	2	spring
N2	ND24379	ND24379	malt	hulled	2	spring
N2	ND24383	ND24383	malt	hulled	2	spring
N2	ND24385	ND24385	malt	hulled	2	spring
N2	ND24388	ND24388	malt	hulled	2	spring
N2	ND24392	ND24392	malt	hulled	2	spring
N2	ND24393	ND24393	malt	hulled	2	spring
N2	ND24396	ND24396	malt	hulled	2	spring
N2	ND24402	ND24402	malt	hulled	2	spring
N2	ND24405	ND24405	malt	hulled	2	spring
N2	ND24407	ND24407	malt	hulled	2	spring
N2	ND24408	ND24408	malt	hulled	2	spring
N2	ND24409	ND24409	malt	hulled	2	spring
N2	ND24422	ND24422	malt	hulled	2	spring
N2	ND24424	ND24424	malt	hulled	2	spring
N2	ND24426	ND24426	malt	hulled	2	spring
N2	ND24432	ND24432	malt	hulled	2	spring
N2	ND24434	ND24434	malt	hulled	2	spring
N2	ND24435	ND24435	malt	hulled	2	spring
N2	ND24440	ND24440	malt	hulled	2	spring
N2	ND24455	ND24455	malt	hulled	2	spring
N2	ND24458	ND24458	malt	hulled	2	spring
N2	ND24461	ND24461	malt	hulled	2	spring
N2	ND24476	ND24476	malt	hulled	2	spring
N2	ND24490	ND24490	malt	hulled	2	spring
N2	ND24499	ND24499	malt	hulled	2	spring
N2	ND24505	ND24505	malt	hulled	2	spring
N2	ND24506	ND24506	malt	hulled	2	spring
N2	ND24509	ND24509	malt	hulled	2	spring
N2	ND24510	ND24510	malt	hulled	2	spring
N2	ND24518	ND24518	malt	hulled	2	spring
N2	ND24519	ND24519	malt	hulled	2	spring
N2	ND24521	ND24521	malt	hulled	2	spring
N2	ND24531	ND24531	malt	hulled	2	spring
N2	ND24535	ND24535	malt	hulled	2	spring
N2	ND24537	ND24537	malt	hulled	2	spring
N2	ND24550	ND24550	malt	hulled	2	spring
N2	ND24560	ND24560	malt	hulled	2	spring
N2	ND24561	ND24561	malt	hulled	2	spring
N2	ND24564	ND24564	malt	hulled	2	spring
N2	ND24565	ND24565	malt	hulled	2	spring
N2	ND24571	ND24571	malt	hulled	2	spring
N2	ND24572	ND24572	malt	hulled	2	spring
N2	ND24581	ND24581	malt	hulled	2	spring
